Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
165	347	0	1.35238951	293.199922	293.199911	293.199895	293.199936	4.80676198e-006	4.57871323e-006	95.2	0.274449	0	0	3
166	349	0	1.36058581	293.199938	293.199912	293.199895	293.199938	4.8613478e-006	4.57871323e-006	94.1	0.277157	0	0	3
167	351	0	1.36878211	293.199936	293.199913	293.199895	293.199938	5.21245977e-006	4.57871323e-006	87.8	0.274555	0	0	3
168	353	0	1.37697841	293.199938	293.199913	293.199895	293.199938	5.43953303e-006	4.57871323e-006	84.1	0.27591	0	0	3
169	355	0	1.38517471	293.19992	293.199913	293.199895	293.199938	5.31734702e-006	4.57871323e-006	86.1	0.275537	0	0	3
170	357	0	1.39337101	293.199912	293.199913	293.199895	293.199938	5.25479663e-006	4.57871323e-006	87.1	0.275815	0	0	3
171	359	0	1.40156731	293.199902	293.199913	293.199895	293.199938	5.08990337e-006	4.57871323e-006	89.9	0.274906	0	0	3
172	361	0	1.40976361	293.199903	293.199912	293.199895	293.199938	5.08990337e-006	4.57871323e-006	89.9	0.27804	0	0	3
173	364	0	1.41795991	293.1999	293.199912	293.199895	293.199938	4.94231756e-006	4.57871323e-006	92.6	0.27628	0	0	3
174	366	0	1.42615621	293.199905	293.199912	293.199895	293.199938	4.75847719e-006	4.57871323e-006	96.2	0.276901	0	0	3
175	369	0	1.43435251	293.199904	293.199912	293.199895	293.199938	4.4457189e-006	4.57871323e-006	100	0.275208	0	0	3
176	371	0	1.44254881	293.199902	293.199912	293.199895	293.199938	4.04558529e-006	4.57871323e-006	100	0.27905	0	0	3
177	374	0	1.45074511	293.199903	293.199912	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.27696	0	0	3
178	376	0	1.45894141	293.199908	293.199912	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.277035	0	0	3
179	378	0	1.46713771	293.19991	293.199911	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.276468	0	0	3
180	381	0	1.47533401	293.199915	293.199911	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.279513	0	0	3
181	383	0	1.48353031	293.199912	293.199911	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.274545	0	0	3
182	385	0	1.49172662	293.199913	293.199911	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.277607	0	0	3
183	388	0	1.49992292	293.199911	293.199911	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.274876	0	0	3
184	390	0	1.50811922	293.199904	293.199911	293.199895	293.199938	3.94808649e-006	4.57871323e-006	100	0.277388	0	0	3
185	392	0	1.51631552	293.199905	293.199911	293.199896	293.199938	3.94808649e-006	4.57871323e-006	100	0.274767	0	0	3
186	394	0	1.52451182	293.199906	293.199911	293.199896	293.199938	3.94808649e-006	4.57871323e-006	100	0.279279	0	0	3
187	396	0	1.53270812	293.199913	293.199911	293.199896	293.199938	3.94808649e-006	4.57871323e-006	100	0.275332	0	0	3
188	398	0	1.54090442	293.199917	293.199911	293.199896	293.199938	3.94808649e-006	4.57871323e-006	100	0.277571	0	0	3
189	400	0	1.54910072	293.199908	293.199911	293.199896	293.199938	3.94808649e-006	4.57871323e-006	100	0.274269	0	0	3
