320,00000	0,00000	0
319.66658	-0.010721	0
318.657699	-0.021857	0
316.985338	0.016906	0
314.69403	0.139128	0
311.831569	0.361553	0
308.456977	0.701751	0
304.646618	1.162313	0
300.476307	1.726953	0
296.017397	2.372635	0
291.33961	3.070281	0
286.509436	3.783692	0
281.580456	4.470067	0
276.592867	5.096619	0
271.5852	5.640144	0
266.593824	6.087194	0
261.660837	6.433255	0
256.833791	6.67416	0
252.159784	6.804728	0
247.685111	6.819799	0
243.450489	6.712378	0
239.489756	6.480794	0
235.834304	6.127542	0
232.511624	5.659207	0
229.54717	5.085765	0
226.963185	4.419104	0
224.775994	3.671156	0
222.991067	2.861875	0
221.614537	2.022454	0
220.65038	1.19252	0
220.155861	0.520084	0
220.063331	0.307449	0
220.010922	0.111324	0
220.000058	-0.007665	0
220.014333	-0.112647	0
220.061755	-0.21056	0
220.141059	-0.311039	0
220.30661	-0.465456	0
220.522627	-0.623727	0
220.629135	-0.69214	0
221.755374	-1.218235	0
223.382614	-1.72127	0
225.485182	-2.179248	0
228.041207	-2.573528	0
231.030623	-2.88757	0
234.435698	-3.11284	0
238.232147	-3.248771	0
242.391347	-3.299586	0
246.875457	-3.275882	0
251.638866	-3.186979	0
256.631877	-3.043106	0
261.801505	-2.855	0
267.089651	-2.636136	0
272.434002	-2.397326	0
277.770187	-2.149393	0
283.032585	-1.899669	0
288.156522	-1.655011	0
293.07891	-1.419344	0
297.73959	-1.196792	0
302.081805	-0.989681	0
306.051691	-0.801475	0
309.599003	-0.632325	0
312.679048	-0.482388	0
315.253024	-0.34933	0
317.288501	-0.230894	0
318.765801	-0.120259	0
319.681811	-0.032621	0
320.0	0.00000	0
