320,00000	0,00000	400
319.66658	-0.010721	400
318.657699	-0.021857	400
316.985338	0.016906	400
314.69403	0.139128	400
311.831569	0.361553	400
308.456977	0.701751	400
304.646618	1.162313	400
300.476307	1.726953	400
296.017397	2.372635	400
291.33961	3.070281	400
286.509436	3.783692	400
281.580456	4.470067	400
276.592867	5.096619	400
271.5852	5.640144	400
266.593824	6.087194	400
261.660837	6.433255	400
256.833791	6.67416	400
252.159784	6.804728	400
247.685111	6.819799	400
243.450489	6.712378	400
239.489756	6.480794	400
235.834304	6.127542	400
232.511624	5.659207	400
229.54717	5.085765	400
226.963185	4.419104	400
224.775994	3.671156	400
222.991067	2.861875	400
221.614537	2.022454	400
220.65038	1.19252	400
220.155861	0.520084	400
220.063331	0.307449	400
220.010922	0.111324	400
220.000058	-0.007665	400
220.014333	-0.112647	400
220.061755	-0.21056	400
220.141059	-0.311039	400
220.30661	-0.465456	400
220.522627	-0.623727	400
220.629135	-0.69214	400
221.755374	-1.218235	400
223.382614	-1.72127	400
225.485182	-2.179248	400
228.041207	-2.573528	400
231.030623	-2.88757	400
234.435698	-3.11284	400
238.232147	-3.248771	400
242.391347	-3.299586	400
246.875457	-3.275882	400
251.638866	-3.186979	400
256.631877	-3.043106	400
261.801505	-2.855	400
267.089651	-2.636136	400
272.434002	-2.397326	400
277.770187	-2.149393	400
283.032585	-1.899669	400
288.156522	-1.655011	400
293.07891	-1.419344	400
297.73959	-1.196792	400
302.081805	-0.989681	400
306.051691	-0.801475	400
309.599003	-0.632325	400
312.679048	-0.482388	400
315.253024	-0.34933	400
317.288501	-0.230894	400
318.765801	-0.120259	400
319.681811	-0.032621	400
320.0	0.00000	 400
